ECS_Version,Indexed,Field_Set,Field,Type,Level,Normalization,Example,Description
1.2.10,true,haproxy,haproxy.backend_name,keyword,custom,,backend-1,Name of the backend (or listener) which was selected to manage the connection to the server.
1.2.10,true,haproxy,haproxy.backend_queue,long,custom,,1000,Total number of requests which were processed before this one in the backend's global queue.
1.2.10,true,haproxy,haproxy.bind_name,keyword,custom,,bind-1,Name of the listening address which received the connection.
1.2.10,true,haproxy,haproxy.bytes_read,long,custom,,1000,Total number of bytes transmitted to the client when the log is emitted.
1.2.10,true,haproxy,haproxy.connection_wait_time_ms,long,custom,,1000,Total time in milliseconds spent waiting for the connection to establish to the final server
1.2.10,true,haproxy,haproxy.connections.active,long,custom,,1000,Total number of concurrent connections on the process when the session was logged.
1.2.10,true,haproxy,haproxy.connections.backend,long,custom,,1000,Total number of concurrent connections handled by the backend when the session was logged.
1.2.10,true,haproxy,haproxy.connections.fc_err,long,custom,,,Returns the ID of the error that might have occurred on the current connection. Any strictly positive value of this fetch indicates that the connection did not succeed and would result in an error log being output example: 12345
1.2.10,true,haproxy,haproxy.connections.frontend,long,custom,,1000,Total number of concurrent connections on the frontend when the session was logged.
1.2.10,true,haproxy,haproxy.connections.retries,long,custom,,1000,Number of connection retries experienced by this session when trying to connect to the server.
1.2.10,true,haproxy,haproxy.connections.server,long,custom,,1000,Total number of concurrent connections still active on the server when the session was logged.
1.2.10,true,haproxy,haproxy.connections.ssl_c_ca_err,long,custom,,12345,"When the incoming connection was made over an SSL/TLS transport layer, returns the ID of the first error detected during verification of the client certificate at depth > 0, or 0 if no error was encountered during this verification process."
1.2.10,true,haproxy,haproxy.connections.ssl_c_err,long,custom,,12345,"When the incoming connection was made over an SSL/TLS transport layer, returns the ID of the first error detected during verification at depth 0, or 0 if no error was encountered during this verification process."
1.2.10,true,haproxy,haproxy.connections.ssl_fc_err,long,custom,,12345,"When the incoming connection was made over an SSL/TLS transport layer, returns the ID of the last error of the first error stack raised on the frontend side, or 0 if no error was encountered. It can be used to identify handshake related errors other than verify ones (such as cipher mismatch), as well as other read or write errors occurring during the connection's lifetime"
1.2.10,true,haproxy,haproxy.error_message,text,custom,,Connection refused,Error message logged by HAProxy in case of error.
1.2.10,true,haproxy,haproxy.frontend_name,keyword,custom,,frontend-1,Name of the frontend (or listener) which received and processed the connection.
1.2.10,true,haproxy,haproxy.http.request.captured_cookie,text,custom,,cookie,'name=value' entry indicating that the server has returned a cookie with its request.
1.2.10,true,haproxy,haproxy.http.request.captured_headers,keyword,custom,array,[example.com],"List of headers captured in the request due to the presence of the ""capture request header"" statement in the frontend."
1.2.10,true,haproxy,haproxy.http.request.raw_request_line,keyword,custom,,GET /component---src-pages-index-js-4b15624544f97cf0bb8f.js HTTP/1.1,"Complete HTTP request line, including the method, request and HTTP version string."
1.2.10,true,haproxy,haproxy.http.request.time_wait_ms,long,custom,,1000,Total time in milliseconds spent waiting for a full HTTP request from the client (not counting body) after the first byte was received.
1.2.10,true,haproxy,haproxy.http.request.time_wait_without_data_ms,long,custom,,1000,"Total time in milliseconds spent waiting for the server to send a full HTTP response, not counting data."
1.2.10,true,haproxy,haproxy.http.response.captured_cookie,text,custom,,cookie,'name=value' entry indicating that the server has returned a cookie with its response.
1.2.10,true,haproxy,haproxy.http.response.captured_headers,keyword,custom,array,[example.com],"List of headers captured in the response due to the presence of the ""capture response header"" statement in the frontend."
1.2.10,true,haproxy,haproxy.mode,keyword,custom,,http,mode that the frontend is operating (TCP or HTTP)
1.2.10,true,haproxy,haproxy.server_name,keyword,custom,,server-1,Name of the last server to which the connection was sent.
1.2.10,true,haproxy,haproxy.server_queue,long,custom,,1000,Total number of requests which were processed before this one in the server queue.
1.2.10,true,haproxy,haproxy.source,keyword,custom,,haproxy,The HAProxy source of the log
1.2.10,true,haproxy,haproxy.tcp.connection_waiting_time_ms,long,custom,,1000,Total time in milliseconds elapsed between the accept and the last close.
1.2.10,true,haproxy,haproxy.termination_state,keyword,custom,,----,Condition the session was in when the session ended.
1.2.10,true,haproxy,haproxy.time_backend_connect,long,custom,,1000,"Total time in milliseconds spent waiting for the connection to establish to the final server, including retries."
1.2.10,true,haproxy,haproxy.time_queue,long,custom,,1000,Total time in milliseconds spent waiting in the various queues.
1.2.10,true,haproxy,haproxy.total_waiting_time_ms,long,custom,,1000,Total time in milliseconds spent waiting in the various queues
1.2.10,true,host,host.architecture,keyword,core,,x86_64,Operating system architecture.
1.2.10,true,host,host.boot.id,keyword,extended,,88a1f0ed-5ae5-41ee-af6b-41921c311872,Linux boot uuid taken from /proc/sys/kernel/random/boot_id
1.2.10,true,host,host.cpu.usage,scaled_float,extended,,,"Percent CPU used, between 0 and 1."
1.2.10,true,host,host.disk.read.bytes,long,extended,,,The number of bytes read by all disks.
1.2.10,true,host,host.disk.write.bytes,long,extended,,,The number of bytes written on all disks.
1.2.10,true,host,host.domain,keyword,extended,,CONTOSO,Name of the directory the group is a member of.
1.2.10,true,host,host.geo.city_name,keyword,core,,Montreal,City name.
1.2.10,true,host,host.geo.continent_code,keyword,core,,NA,Continent code.
1.2.10,true,host,host.geo.continent_name,keyword,core,,North America,Name of the continent.
1.2.10,true,host,host.geo.country_iso_code,keyword,core,,CA,Country ISO code.
1.2.10,true,host,host.geo.country_name,keyword,core,,Canada,Country name.
1.2.10,true,host,host.geo.location,geo_point,core,,"{ ""lon"": -73.614830, ""lat"": 45.505918 }",Longitude and latitude.
1.2.10,true,host,host.geo.name,keyword,extended,,boston-dc,User-defined description of a location.
1.2.10,true,host,host.geo.postal_code,keyword,core,,94040,Postal code.
1.2.10,true,host,host.geo.region_iso_code,keyword,core,,CA-QC,Region ISO code.
1.2.10,true,host,host.geo.region_name,keyword,core,,Quebec,Region name.
1.2.10,true,host,host.geo.timezone,keyword,core,,America/Argentina/Buenos_Aires,Time zone.
1.2.10,true,host,host.hostname,keyword,core,,,Hostname of the host.
1.2.10,true,host,host.id,keyword,core,,,Unique host id.
1.2.10,true,host,host.ip,ip,core,array,,Host ip addresses.
1.2.10,true,host,host.mac,keyword,core,array,"[""00-00-5E-00-53-23"", ""00-00-5E-00-53-24""]",Host MAC addresses.
1.2.10,true,host,host.name,keyword,core,,,Name of the host.
1.2.10,true,host,host.network.egress.bytes,long,extended,,,The number of bytes sent on all network interfaces.
1.2.10,true,host,host.network.egress.packets,long,extended,,,The number of packets sent on all network interfaces.
1.2.10,true,host,host.network.ingress.bytes,long,extended,,,The number of bytes received on all network interfaces.
1.2.10,true,host,host.network.ingress.packets,long,extended,,,The number of packets received on all network interfaces.
1.2.10,true,host,host.os.family,keyword,extended,,debian,"OS family (such as redhat, debian, freebsd, windows)."
1.2.10,true,host,host.os.full,keyword,extended,,Mac OS Mojave,"Operating system name, including the version or code name."
1.2.10,true,host,host.os.full.text,match_only_text,extended,,Mac OS Mojave,"Operating system name, including the version or code name."
1.2.10,true,host,host.os.kernel,keyword,extended,,4.4.0-112-generic,Operating system kernel version as a raw string.
1.2.10,true,host,host.os.name,keyword,extended,,Mac OS X,"Operating system name, without the version."
1.2.10,true,host,host.os.name.text,match_only_text,extended,,Mac OS X,"Operating system name, without the version."
1.2.10,true,host,host.os.platform,keyword,extended,,darwin,"Operating system platform (such centos, ubuntu, windows)."
1.2.10,true,host,host.os.type,keyword,extended,,macos,"Which commercial OS family (one of: linux, macos, unix, windows, ios or android)."
1.2.10,true,host,host.os.version,keyword,extended,,10.14.1,Operating system version as a raw string.
1.2.10,true,host,host.pid_ns_ino,keyword,extended,,256383,Pid namespace inode
1.2.10,true,host,host.risk.calculated_level,keyword,extended,,High,A risk classification level calculated by an internal system as part of entity analytics and entity risk scoring.
1.2.10,true,host,host.risk.calculated_score,float,extended,,880.73,A risk classification score calculated by an internal system as part of entity analytics and entity risk scoring.
1.2.10,true,host,host.risk.calculated_score_norm,float,extended,,88.73,A normalized risk score calculated by an internal system.
1.2.10,true,host,host.risk.static_level,keyword,extended,,High,"A risk classification level obtained from outside the system, such as from some external Threat Intelligence Platform."
1.2.10,true,host,host.risk.static_score,float,extended,,830.0,"A risk classification score obtained from outside the system, such as from some external Threat Intelligence Platform."
1.2.10,true,host,host.risk.static_score_norm,float,extended,,83.0,A normalized risk score calculated by an external system.
1.2.10,true,host,host.type,keyword,core,,,Type of host.
1.2.10,true,host,host.uptime,long,extended,,1325,Seconds the host has been up.
1.2.10,true,http,http.request.body.bytes,long,extended,,887,Size in bytes of the request body.
1.2.10,true,http,http.request.body.content,wildcard,extended,,Hello world,The full HTTP request body.
1.2.10,true,http,http.request.body.content.text,match_only_text,extended,,Hello world,The full HTTP request body.
1.2.10,true,http,http.request.bytes,long,extended,,1437,Total size in bytes of the request (body and headers).
1.2.10,true,http,http.request.headers,object,custom,,{'Accept': 'text/html'},The HTTP request headers
1.2.10,true,http,http.request.id,keyword,extended,,123e4567-e89b-12d3-a456-426614174000,HTTP request ID.
1.2.10,true,http,http.request.method,keyword,extended,,POST,HTTP request method.
1.2.10,true,http,http.request.mime_type,keyword,extended,,image/gif,Mime type of the body of the request.
1.2.10,true,http,http.request.referrer,keyword,extended,,https://blog.example.com/,Referrer for this HTTP request.
1.2.10,true,http,http.request.timeout,long,custom,,10,The request timeout in seconds.
1.2.10,true,http,http.response.body.bytes,long,extended,,887,Size in bytes of the response body.
1.2.10,true,http,http.response.body.content,wildcard,extended,,Hello world,The full HTTP response body.
1.2.10,true,http,http.response.body.content.text,match_only_text,extended,,Hello world,The full HTTP response body.
1.2.10,true,http,http.response.bytes,long,extended,,1437,Total size in bytes of the response (body and headers).
1.2.10,true,http,http.response.headers,object,custom,,{'Content-Type': 'text/html'},The HTTP response headers
1.2.10,true,http,http.response.mime_type,keyword,extended,,image/gif,Mime type of the body of the response.
1.2.10,true,http,http.response.status_code,long,extended,,404,HTTP response status code.
1.2.10,true,http,http.response.time,long,custom,,1000,The amount of time needed for a request to complete.
1.2.10,true,http,http.version,keyword,extended,,1.1,HTTP version.
1.2.10,true,log,log.file.path,keyword,extended,,/var/log/fun-times.log,Full path to the log file this event came from.
1.2.10,true,log,log.level,keyword,core,,error,Log level of the log event.
1.2.10,true,log,log.logger,keyword,core,,org.elasticsearch.bootstrap.Bootstrap,Name of the logger.
1.2.10,true,log,log.origin.file.line,long,extended,,42,The line number of the file which originated the log event.
1.2.10,true,log,log.origin.file.name,keyword,extended,,Bootstrap.java,The code file which originated the log event.
1.2.10,true,log,log.origin.function,keyword,extended,,init,The function which originated the log event.
1.2.10,true,log,log.source,keyword,custom,,php-fpm.access,"The source that generated the log document, e.g. `php-fpm.app` or `apache.access`."
1.2.10,true,log,log.syslog,object,extended,,,Syslog metadata
1.2.10,true,log,log.syslog.appname,keyword,extended,,sshd,The device or application that originated the Syslog message.
1.2.10,true,log,log.syslog.facility.code,long,extended,,23,Syslog numeric facility of the event.
1.2.10,true,log,log.syslog.facility.name,keyword,extended,,local7,Syslog text-based facility of the event.
1.2.10,true,log,log.syslog.hostname,keyword,extended,,example-host,The host that originated the Syslog message.
1.2.10,true,log,log.syslog.msgid,keyword,extended,,ID47,An identifier for the type of Syslog message.
1.2.10,true,log,log.syslog.priority,long,extended,,135,Syslog priority of the event.
1.2.10,true,log,log.syslog.procid,keyword,extended,,12345,The process name or ID that originated the Syslog message.
1.2.10,true,log,log.syslog.severity.code,long,extended,,3,Syslog numeric severity of the event.
1.2.10,true,log,log.syslog.severity.name,keyword,extended,,Error,Syslog text-based severity of the event.
1.2.10,true,log,log.syslog.structured_data,flattened,extended,,,Structured data expressed in RFC 5424 messages.
1.2.10,true,log,log.syslog.version,keyword,extended,,1,Syslog protocol version.
1.2.10,true,member,member.name,keyword,custom,,member 1,The name of member repo inside repo group.
1.2.10,true,nginx,nginx.error.connection_id,long,custom,,7239727,Connection identifier.
1.2.10,true,organization,organization.id,keyword,extended,,,Unique identifier for the organization.
1.2.10,true,organization,organization.name,keyword,extended,,,Organization name.
1.2.10,true,organization,organization.name.text,match_only_text,extended,,,Organization name.
1.2.10,true,organization,organization.team,keyword,custom,,REM,The team that is responsible on the subject service.
1.2.10,true,package,package.age,long,custom,,5,The age of the package in seconds.
1.2.10,true,package,package.architecture,keyword,extended,,x86_64,Package architecture.
1.2.10,true,package,package.build_version,keyword,extended,,36f4f7e89dd61b0988b12ee000b98966867710cd,Build version information
1.2.10,true,package,package.checksum,keyword,extended,,68b329da9893e34099c7d8ad5cb9c940,Checksum of the installed package for verification.
1.2.10,true,package,package.description,keyword,extended,,Open source programming language to build simple/reliable/efficient software.,Description of the package.
1.2.10,true,package,package.group,keyword,custom,,com.example,The group id for maven/gradle package
1.2.10,true,package,package.install_scope,keyword,extended,,global,"Indicating how the package was installed, e.g. user-local, global."
1.2.10,true,package,package.installed,date,extended,,,Time when package was installed.
1.2.10,true,package,package.license,keyword,extended,,Apache License 2.0,Package license
1.2.10,true,package,package.name,keyword,extended,,go,Package name
1.2.10,true,package,package.path,keyword,extended,,/usr/local/Cellar/go/1.12.9/,Path where the package is installed.
1.2.10,true,package,package.reference,keyword,extended,,https://golang.org,Package home page or reference URL
1.2.10,true,package,package.release_date,date,custom,,2019-10-12 21:31:12+02:00,The package release date.
1.2.10,true,package,package.size,long,extended,,62231,Package size in bytes.
1.2.10,true,package,package.type,keyword,extended,,rpm,Package type
1.2.10,true,package,package.version,keyword,extended,,1.12.9,Package version
1.2.10,true,php,php.cpu.total,float,custom,,60.5,"CPU Percentage used by the request, total = user + system."
1.2.10,true,php,php.memory.peak,float,custom,,128.5,"Peak of memory allocated by PHP, in megabytes."
1.2.10,true,php,php.symfony.environment,keyword,custom,,prod,"The symfony environment, usually prod, dev or test"
1.2.10,true,php,php.version,keyword,custom,,7.4.3,The php version that is used by the application.
1.2.10,true,process,process.args,keyword,extended,array,"[""/usr/bin/ssh"", ""-l"", ""user"", ""10.0.0.16""]",Array of process arguments.
1.2.10,true,process,process.args_count,long,extended,,4,Length of the process.args array.
1.2.10,true,process,process.code_signature.digest_algorithm,keyword,extended,,sha256,Hashing algorithm used to sign the process.
1.2.10,true,process,process.code_signature.exists,boolean,core,,true,Boolean to capture if a signature is present.
1.2.10,true,process,process.code_signature.flags,keyword,extended,,570522385,Code signing flags of the process
1.2.10,true,process,process.code_signature.signing_id,keyword,extended,,com.apple.xpc.proxy,The identifier used to sign the process.
1.2.10,true,process,process.code_signature.status,keyword,extended,,ERROR_UNTRUSTED_ROOT,Additional information about the certificate status.
1.2.10,true,process,process.code_signature.subject_name,keyword,core,,Microsoft Corporation,Subject name of the code signer
1.2.10,true,process,process.code_signature.team_id,keyword,extended,,EQHXZ8M8AV,The team identifier used to sign the process.
1.2.10,true,process,process.code_signature.thumbprint_sha256,keyword,extended,,c0f23a8eb1cba0ccaa88483b5a234c96e4bdfec719bf458024e68c2a8183476b,SHA256 hash of the certificate.
1.2.10,true,process,process.code_signature.timestamp,date,extended,,2021-01-01T12:10:30Z,When the signature was generated and signed.
1.2.10,true,process,process.code_signature.trusted,boolean,extended,,true,Stores the trust status of the certificate chain.
1.2.10,true,process,process.code_signature.valid,boolean,extended,,true,Boolean to capture if the digital signature is verified against the binary content.
1.2.10,true,process,process.command_line,wildcard,extended,,/usr/bin/ssh -l user 10.0.0.16,Full command line that started the process.
1.2.10,true,process,process.command_line.text,match_only_text,extended,,/usr/bin/ssh -l user 10.0.0.16,Full command line that started the process.
1.2.10,true,process,process.elf.architecture,keyword,extended,,x86-64,Machine architecture of the ELF file.
1.2.10,true,process,process.elf.byte_order,keyword,extended,,Little Endian,Byte sequence of ELF file.
1.2.10,true,process,process.elf.cpu_type,keyword,extended,,Intel,CPU type of the ELF file.
1.2.10,true,process,process.elf.creation_date,date,extended,,,Build or compile date.
1.2.10,true,process,process.elf.exports,flattened,extended,array,,List of exported element names and types.
1.2.10,true,process,process.elf.go_import_hash,keyword,extended,,10bddcb4cee42080f76c88d9ff964491,A hash of the Go language imports in an ELF file.
1.2.10,true,process,process.elf.go_imports,flattened,extended,,,List of imported Go language element names and types.
1.2.10,true,process,process.elf.go_imports_names_entropy,long,extended,,,Shannon entropy calculation from the list of Go imports.
1.2.10,true,process,process.elf.go_imports_names_var_entropy,long,extended,,,Variance for Shannon entropy calculation from the list of Go imports.
1.2.10,true,process,process.elf.go_stripped,boolean,extended,,,Whether the file is a stripped or obfuscated Go executable.
1.2.10,true,process,process.elf.header.abi_version,keyword,extended,,,Version of the ELF Application Binary Interface (ABI).
1.2.10,true,process,process.elf.header.class,keyword,extended,,,Header class of the ELF file.
1.2.10,true,process,process.elf.header.data,keyword,extended,,,Data table of the ELF header.
1.2.10,true,process,process.elf.header.entrypoint,long,extended,,,Header entrypoint of the ELF file.
1.2.10,true,process,process.elf.header.object_version,keyword,extended,,,"""0x1"" for original ELF files."
1.2.10,true,process,process.elf.header.os_abi,keyword,extended,,,Application Binary Interface (ABI) of the Linux OS.
1.2.10,true,process,process.elf.header.type,keyword,extended,,,Header type of the ELF file.
1.2.10,true,process,process.elf.header.version,keyword,extended,,,Version of the ELF header.
1.2.10,true,process,process.elf.import_hash,keyword,extended,,d41d8cd98f00b204e9800998ecf8427e,A hash of the imports in an ELF file.
1.2.10,true,process,process.elf.imports,flattened,extended,array,,List of imported element names and types.
1.2.10,true,process,process.elf.imports_names_entropy,long,extended,,,Shannon entropy calculation from the list of imported element names and types.
1.2.10,true,process,process.elf.imports_names_var_entropy,long,extended,,,Variance for Shannon entropy calculation from the list of imported element names and types.
1.2.10,true,process,process.elf.sections,nested,extended,array,,Section information of the ELF file.
1.2.10,true,process,process.elf.sections.chi2,long,extended,,,Chi-square probability distribution of the section.
1.2.10,true,process,process.elf.sections.entropy,long,extended,,,Shannon entropy calculation from the section.
1.2.10,true,process,process.elf.sections.flags,keyword,extended,,,ELF Section List flags.
1.2.10,true,process,process.elf.sections.name,keyword,extended,,,ELF Section List name.
1.2.10,true,process,process.elf.sections.physical_offset,keyword,extended,,,ELF Section List offset.
1.2.10,true,process,process.elf.sections.physical_size,long,extended,,,ELF Section List physical size.
1.2.10,true,process,process.elf.sections.type,keyword,extended,,,ELF Section List type.
1.2.10,true,process,process.elf.sections.var_entropy,long,extended,,,Variance for Shannon entropy calculation from the section.
1.2.10,true,process,process.elf.sections.virtual_address,long,extended,,,ELF Section List virtual address.
1.2.10,true,process,process.elf.sections.virtual_size,long,extended,,,ELF Section List virtual size.
1.2.10,true,process,process.elf.segments,nested,extended,array,,ELF object segment list.
1.2.10,true,process,process.elf.segments.sections,keyword,extended,,,ELF object segment sections.
1.2.10,true,process,process.elf.segments.type,keyword,extended,,,ELF object segment type.
1.2.10,true,process,process.elf.shared_libraries,keyword,extended,array,,List of shared libraries used by this ELF object.
1.2.10,true,process,process.elf.telfhash,keyword,extended,,,telfhash hash for ELF file.
1.2.10,true,process,process.end,date,extended,,2016-05-23T08:05:34.853Z,The time the process ended.
1.2.10,true,process,process.entity_id,keyword,extended,,c2c455d9f99375d,Unique identifier for the process.
1.2.10,true,process,process.entry_leader.args,keyword,extended,array,"[""/usr/bin/ssh"", ""-l"", ""user"", ""10.0.0.16""]",Array of process arguments.
1.2.10,true,process,process.entry_leader.args_count,long,extended,,4,Length of the process.args array.
1.2.10,true,process,process.entry_leader.attested_groups.name,keyword,extended,,,Name of the group.
1.2.10,true,process,process.entry_leader.attested_user.id,keyword,core,,S-1-5-21-202424912787-2692429404-2351956786-1000,Unique identifier of the user.
1.2.10,true,process,process.entry_leader.attested_user.name,keyword,core,,a.einstein,Short name or login of the user.
1.2.10,true,process,process.entry_leader.attested_user.name.text,match_only_text,core,,a.einstein,Short name or login of the user.
1.2.10,true,process,process.entry_leader.command_line,wildcard,extended,,/usr/bin/ssh -l user 10.0.0.16,Full command line that started the process.
1.2.10,true,process,process.entry_leader.command_line.text,match_only_text,extended,,/usr/bin/ssh -l user 10.0.0.16,Full command line that started the process.
1.2.10,true,process,process.entry_leader.entity_id,keyword,extended,,c2c455d9f99375d,Unique identifier for the process.
1.2.10,true,process,process.entry_leader.entry_meta.source.ip,ip,core,,,IP address of the source.
1.2.10,true,process,process.entry_leader.entry_meta.type,keyword,extended,,,The entry type for the entry session leader.
1.2.10,true,process,process.entry_leader.executable,keyword,extended,,/usr/bin/ssh,Absolute path to the process executable.
1.2.10,true,process,process.entry_leader.executable.text,match_only_text,extended,,/usr/bin/ssh,Absolute path to the process executable.
1.2.10,true,process,process.entry_leader.group.id,keyword,extended,,,Unique identifier for the group on the system/platform.
1.2.10,true,process,process.entry_leader.group.name,keyword,extended,,,Name of the group.
1.2.10,true,process,process.entry_leader.interactive,boolean,extended,,True,Whether the process is connected to an interactive shell.
1.2.10,true,process,process.entry_leader.name,keyword,extended,,ssh,Process name.
1.2.10,true,process,process.entry_leader.name.text,match_only_text,extended,,ssh,Process name.
1.2.10,true,process,process.entry_leader.parent.entity_id,keyword,extended,,c2c455d9f99375d,Unique identifier for the process.
1.2.10,true,process,process.entry_leader.parent.pid,long,core,,4242,Process id.
1.2.10,true,process,process.entry_leader.parent.session_leader.entity_id,keyword,extended,,c2c455d9f99375d,Unique identifier for the process.
1.2.10,true,process,process.entry_leader.parent.session_leader.pid,long,core,,4242,Process id.
1.2.10,true,process,process.entry_leader.parent.session_leader.start,date,extended,,2016-05-23T08:05:34.853Z,The time the process started.
1.2.10,true,process,process.entry_leader.parent.session_leader.vpid,long,core,,4242,Virtual process id.
1.2.10,true,process,process.entry_leader.parent.start,date,extended,,2016-05-23T08:05:34.853Z,The time the process started.
1.2.10,true,process,process.entry_leader.parent.vpid,long,core,,4242,Virtual process id.
1.2.10,true,process,process.entry_leader.pid,long,core,,4242,Process id.
1.2.10,true,process,process.entry_leader.real_group.id,keyword,extended,,,Unique identifier for the group on the system/platform.
1.2.10,true,process,process.entry_leader.real_group.name,keyword,extended,,,Name of the group.
1.2.10,true,process,process.entry_leader.real_user.id,keyword,core,,S-1-5-21-202424912787-2692429404-2351956786-1000,Unique identifier of the user.
1.2.10,true,process,process.entry_leader.real_user.name,keyword,core,,a.einstein,Short name or login of the user.
1.2.10,true,process,process.entry_leader.real_user.name.text,match_only_text,core,,a.einstein,Short name or login of the user.
1.2.10,true,process,process.entry_leader.same_as_process,boolean,extended,,True,This boolean is used to identify if a leader process is the same as the top level process.
1.2.10,true,process,process.entry_leader.saved_group.id,keyword,extended,,,Unique identifier for the group on the system/platform.
1.2.10,true,process,process.entry_leader.saved_group.name,keyword,extended,,,Name of the group.
1.2.10,true,process,process.entry_leader.saved_user.id,keyword,core,,S-1-5-21-202424912787-2692429404-2351956786-1000,Unique identifier of the user.
1.2.10,true,process,process.entry_leader.saved_user.name,keyword,core,,a.einstein,Short name or login of the user.
1.2.10,true,process,process.entry_leader.saved_user.name.text,match_only_text,core,,a.einstein,Short name or login of the user.
1.2.10,true,process,process.entry_leader.start,date,extended,,2016-05-23T08:05:34.853Z,The time the process started.
1.2.10,true,process,process.entry_leader.supplemental_groups.id,keyword,extended,,,Unique identifier for the group on the system/platform.
1.2.10,true,process,process.entry_leader.supplemental_groups.name,keyword,extended,,,Name of the group.
1.2.10,true,process,process.entry_leader.tty,object,extended,,,Information about the controlling TTY device.
1.2.10,true,process,process.entry_leader.tty.char_device.major,long,extended,,4,The TTY character device's major number.
1.2.10,true,process,process.entry_leader.tty.char_device.minor,long,extended,,1,The TTY character device's minor number.
1.2.10,true,process,process.entry_leader.user.id,keyword,core,,S-1-5-21-202424912787-2692429404-2351956786-1000,Unique identifier of the user.
1.2.10,true,process,process.entry_leader.user.name,keyword,core,,a.einstein,Short name or login of the user.
1.2.10,true,process,process.entry_leader.user.name.text,match_only_text,core,,a.einstein,Short name or login of the user.
1.2.10,true,process,process.entry_leader.vpid,long,core,,4242,Virtual process id.
1.2.10,true,process,process.entry_leader.working_directory,keyword,extended,,/home/alice,The working directory of the process.
1.2.10,true,process,process.entry_leader.working_directory.text,match_only_text,extended,,/home/alice,The working directory of the process.
1.2.10,true,process,process.env_vars,keyword,extended,array,"[""PATH=/usr/local/bin:/usr/bin"", ""USER=ubuntu""]",Array of environment variable bindings.
1.2.10,true,process,process.executable,keyword,extended,,/usr/bin/ssh,Absolute path to the process executable.
1.2.10,true,process,process.executable.text,match_only_text,extended,,/usr/bin/ssh,Absolute path to the process executable.
1.2.10,true,process,process.exit_code,long,extended,,137,The exit code of the process.
1.2.10,true,process,process.group.id,keyword,extended,,,Unique identifier for the group on the system/platform.
1.2.10,true,process,process.group.name,keyword,extended,,,Name of the group.
1.2.10,true,process,process.group_leader.args,keyword,extended,array,"[""/usr/bin/ssh"", ""-l"", ""user"", ""10.0.0.16""]",Array of process arguments.
1.2.10,true,process,process.group_leader.args_count,long,extended,,4,Length of the process.args array.
1.2.10,true,process,process.group_leader.command_line,wildcard,extended,,/usr/bin/ssh -l user 10.0.0.16,Full command line that started the process.
1.2.10,true,process,process.group_leader.command_line.text,match_only_text,extended,,/usr/bin/ssh -l user 10.0.0.16,Full command line that started the process.
1.2.10,true,process,process.group_leader.entity_id,keyword,extended,,c2c455d9f99375d,Unique identifier for the process.
1.2.10,true,process,process.group_leader.executable,keyword,extended,,/usr/bin/ssh,Absolute path to the process executable.
1.2.10,true,process,process.group_leader.executable.text,match_only_text,extended,,/usr/bin/ssh,Absolute path to the process executable.
1.2.10,true,process,process.group_leader.group.id,keyword,extended,,,Unique identifier for the group on the system/platform.
1.2.10,true,process,process.group_leader.group.name,keyword,extended,,,Name of the group.
1.2.10,true,process,process.group_leader.interactive,boolean,extended,,True,Whether the process is connected to an interactive shell.
1.2.10,true,process,process.group_leader.name,keyword,extended,,ssh,Process name.
1.2.10,true,process,process.group_leader.name.text,match_only_text,extended,,ssh,Process name.
1.2.10,true,process,process.group_leader.pid,long,core,,4242,Process id.
1.2.10,true,process,process.group_leader.real_group.id,keyword,extended,,,Unique identifier for the group on the system/platform.
1.2.10,true,process,process.group_leader.real_group.name,keyword,extended,,,Name of the group.
1.2.10,true,process,process.group_leader.real_user.id,keyword,core,,S-1-5-21-202424912787-2692429404-2351956786-1000,Unique identifier of the user.
1.2.10,true,process,process.group_leader.real_user.name,keyword,core,,a.einstein,Short name or login of the user.
1.2.10,true,process,process.group_leader.real_user.name.text,match_only_text,core,,a.einstein,Short name or login of the user.
1.2.10,true,process,process.group_leader.same_as_process,boolean,extended,,True,This boolean is used to identify if a leader process is the same as the top level process.
1.2.10,true,process,process.group_leader.saved_group.id,keyword,extended,,,Unique identifier for the group on the system/platform.
1.2.10,true,process,process.group_leader.saved_group.name,keyword,extended,,,Name of the group.
1.2.10,true,process,process.group_leader.saved_user.id,keyword,core,,S-1-5-21-202424912787-2692429404-2351956786-1000,Unique identifier of the user.
1.2.10,true,process,process.group_leader.saved_user.name,keyword,core,,a.einstein,Short name or login of the user.
1.2.10,true,process,process.group_leader.saved_user.name.text,match_only_text,core,,a.einstein,Short name or login of the user.
1.2.10,true,process,process.group_leader.start,date,extended,,2016-05-23T08:05:34.853Z,The time the process started.
1.2.10,true,process,process.group_leader.supplemental_groups.id,keyword,extended,,,Unique identifier for the group on the system/platform.
1.2.10,true,process,process.group_leader.supplemental_groups.name,keyword,extended,,,Name of the group.
1.2.10,true,process,process.group_leader.tty,object,extended,,,Information about the controlling TTY device.
1.2.10,true,process,process.group_leader.tty.char_device.major,long,extended,,4,The TTY character device's major number.
1.2.10,true,process,process.group_leader.tty.char_device.minor,long,extended,,1,The TTY character device's minor number.
1.2.10,true,process,process.group_leader.user.id,keyword,core,,S-1-5-21-202424912787-2692429404-2351956786-1000,Unique identifier of the user.
1.2.10,true,process,process.group_leader.user.name,keyword,core,,a.einstein,Short name or login of the user.
1.2.10,true,process,process.group_leader.user.name.text,match_only_text,core,,a.einstein,Short name or login of the user.
